income,credit_score,loan_amount,loan_term,employment_years,digital_activity_score,transaction_consistency,default,transaction_count,unusual_transaction_ratio,account_age_days,login_frequency,fraud
113762.72,426,56715.9,322,29.3,0.2411,0.0914,0,253,0.2168,1659,19.68,0
25097.45,716,86207.29,51,28.7,0.9181,0.6119,0,168,0.9914,391,14.39,1
72935.67,837,89723.27,17,27.3,0.2087,0.0266,0,55,0.3346,1700,4.25,1
97635.57,313,28216.65,205,10.0,0.6368,0.4974,0,62,0.9604,1702,27.58,0
108415.7,701,39950.96,189,4.0,0.0579,0.3112,1,64,0.8708,2619,23.38,1
90099.81,531,26978.2,283,14.3,0.8381,0.5866,0,209,0.1947,3339,21.97,0
98853.88,817,19048.82,134,13.5,0.3352,0.4183,0,19,0.6954,3512,22.19,1
89693.65,343,83810.39,334,0.6,0.792,0.2376,0,220,0.4354,3239,22.57,0
32478.09,431,45519.02,21,28.2,0.9438,0.8748,1,105,0.3613,1630,26.65,1
133260.58,327,41696.99,245,2.2,0.9403,0.2129,0,112,0.254,1395,11.32,0
86179.86,487,46442.84,67,14.6,0.8474,0.4245,0,74,0.6212,2149,25.11,1
145206.78,418,27999.51,295,0.1,0.5278,0.4474,1,153,0.2374,3535,20.35,0
136184.24,439,43708.44,120,7.0,0.3743,0.7239,1,190,0.4515,2843,1.52,0
85961.93,366,81312.22,158,17.2,0.935,0.7147,0,131,0.5829,679,12.68,0
94462.36,730,77829.71,305,24.2,0.8696,0.6568,0,234,0.0897,2139,9.57,0
67603.46,693,65493.82,303,7.4,0.3304,0.1029,1,257,0.8873,2333,18.94,0
45278.63,479,89601.27,67,5.5,0.7803,0.8194,1,73,0.7763,1761,12.72,1
141878.77,717,64110.7,23,29.7,0.473,0.398,0,214,0.9723,126,19.62,1
48067.89,533,54399.41,124,9.8,0.6625,0.9079,0,267,0.1385,2299,22.95,0
147521.77,303,90238.83,220,26.6,0.1178,0.1425,0,223,0.3413,2250,24.33,0
72810.02,667,56727.54,87,13.0,0.266,0.7836,0,194,0.3447,2582,3.11,0
21941.3,793,81830.5,62,20.2,0.6857,0.1457,1,271,0.3137,1380,29.43,0
52750.97,496,78835.77,216,16.2,0.2406,0.7963,1,261,0.2719,167,25.78,0
41351.91,529,5092.93,353,25.6,0.4342,0.3907,0,33,0.9984,479,25.18,1
85506.91,376,12715.34,110,24.4,0.3348,0.9695,0,25,0.9453,1537,16.31,1
56302.12,600,64836.89,49,25.7,0.3214,0.4531,0,268,0.1959,2386,28.53,0
101507.1,351,74347.76,124,19.1,0.2701,0.8957,0,145,0.3907,239,21.72,1
38164.97,712,77481.8,222,20.1,0.5963,0.3446,0,48,0.7459,2016,22.02,0
139967.76,348,98288.33,301,21.0,0.6018,0.7691,1,204,0.9366,2764,16.47,1
45384.91,507,48117.31,57,28.1,0.9542,0.3142,0,88,0.2026,1644,4.15,0
30289.61,310,24467.12,96,20.3,0.0786,0.1634,1,113,0.7503,975,24.93,0
61308.27,778,52096.07,305,29.3,0.376,0.1904,0,280,0.2967,1084,18.18,0
41930.17,630,9539.63,214,8.8,0.043,0.8175,0,146,0.9949,969,14.1,1
128160.05,707,49687.81,67,27.8,0.905,0.7409,0,263,0.1703,765,3.18,0
103078.12,803,89955.29,313,16.1,0.1824,0.6283,0,215,0.1716,2237,10.86,0
121971.29,748,27217.13,230,26.0,0.2316,0.8225,0,59,0.8481,726,16.76,0
73095.27,646,26746.29,242,28.8,0.0229,0.7856,0,220,0.4028,488,14.15,0
72345.71,808,27415.24,219,15.5,0.8076,0.8601,1,2,0.3761,589,3.45,0
43458.37,657,36149.61,93,2.6,0.3934,0.8735,0,172,0.5391,1833,28.17,0
72641.51,453,74586.52,279,19.5,0.9371,0.0728,0,168,0.5679,1871,22.89,0
92478.43,847,78394.23,149,7.1,0.6234,0.5419,0,9,0.9531,520,26.87,1
63014.61,334,95383.0,129,19.9,0.5423,0.975,0,129,0.5074,1196,19.8,1
98727.69,824,57586.38,45,19.4,0.2836,0.4519,0,235,0.9624,3077,27.47,1
77382.72,665,92746.69,132,26.9,0.4017,0.3905,1,96,0.0262,2522,14.11,0
30138.94,365,73343.83,351,29.2,0.4949,0.5322,1,77,0.857,2354,27.54,1
113410.17,457,84519.28,78,9.6,0.5768,0.4939,0,273,0.3183,2148,1.02,0
108704.03,543,40024.69,149,26.5,0.6636,0.8678,0,200,0.3809,2538,10.62,0
24981.05,427,20952.37,289,5.3,0.7465,0.8525,1,94,0.9342,1611,14.36,1
38246.04,601,22640.44,138,19.0,0.1331,0.5327,0,138,0.7895,3401,26.12,0
45293.82,405,37317.68,96,7.8,0.6845,0.916,1,173,0.7224,1980,6.16,0
70579.95,475,43346.88,313,6.6,0.6946,0.3433,0,190,0.1022,3525,29.75,0
92791.36,700,40076.99,25,28.5,0.4896,0.2628,0,287,0.3244,2499,10.29,0
108413.4,567,26299.64,111,9.2,0.6232,0.8778,0,296,0.0745,3410,4.28,0
82952.38,348,23919.04,182,17.5,0.2691,0.0377,0,108,0.3945,362,10.43,0
62479.82,635,24218.23,122,21.9,0.3661,0.8861,0,244,0.7278,2149,3.82,0
78152.49,624,9350.26,329,8.0,0.8466,0.6971,0,56,0.2835,3153,23.98,1
66001.74,767,41378.58,282,28.4,0.122,0.5917,0,31,0.6051,3420,4.82,1
55318.66,432,27325.94,275,15.8,0.8565,0.3483,1,71,0.9352,2284,24.46,1
75659.73,359,95776.88,310,15.2,0.7923,0.4498,0,153,0.8626,567,15.29,1
63847.09,586,56428.2,185,22.0,0.422,0.3637,0,148,0.1778,528,9.83,0
35425.51,384,82179.7,231,29.6,0.0254,0.9326,1,21,0.0429,3284,9.9,0
96223.07,537,11911.08,133,3.9,0.8774,0.8831,0,167,0.8685,284,7.04,1
82468.79,834,24388.67,336,12.8,0.7382,0.682,0,146,0.8511,2150,18.89,1
100595.09,802,18686.88,125,12.7,0.8989,0.7888,0,150,0.6431,614,22.66,1
129975.22,471,92327.9,159,6.3,0.9587,0.5258,0,89,0.7076,3309,24.67,0
44755.08,364,16998.06,322,4.3,0.8412,0.0071,1,48,0.059,3025,1.24,1
51817.3,568,51506.1,116,21.5,0.4632,0.0242,1,242,0.404,2893,3.53,0
122299.98,658,50607.56,176,7.8,0.9733,0.562,0,70,0.3789,3534,17.57,1
38517.95,392,53538.18,354,22.3,0.3824,0.6577,1,53,0.3925,2251,26.2,0
144845.58,780,21677.15,246,20.6,0.1983,0.7872,0,290,0.6554,763,28.74,0
62356.94,476,19743.21,302,27.3,0.2141,0.4119,1,52,0.7328,3275,10.48,0
29797.17,610,27445.85,293,4.3,0.8967,0.3251,0,126,0.7894,3505,26.94,1
92272.74,615,30343.94,74,14.7,0.6446,0.7371,0,113,0.1616,1611,9.41,0
94235.68,567,87216.15,307,24.3,0.7749,0.6112,0,93,0.8933,2473,24.92,0
77043.48,491,59249.1,237,2.1,0.0554,0.2465,0,240,0.7597,2039,21.84,1
112029.42,634,18136.16,297,28.4,0.5189,0.1307,1,51,0.1347,1493,12.52,0
132187.16,492,21460.3,34,8.0,0.5542,0.6066,0,239,0.5186,2073,26.05,1
108867.65,681,68398.05,194,5.5,0.6374,0.3943,1,21,0.202,1140,29.36,1
70420.65,383,82393.91,305,9.6,0.4602,0.3469,0,108,0.872,2337,27.06,0
22969.28,452,66076.61,97,23.4,0.7298,0.5869,1,13,0.0925,815,14.86,0
115539.88,497,10385.42,112,27.3,0.5765,0.9922,1,256,0.0929,472,5.21,1
39621.12,455,15978.16,92,3.5,0.6868,0.7004,0,239,0.7527,572,2.55,0
116982.74,391,16013.72,207,12.1,0.1295,0.1807,1,17,0.4465,2962,10.95,0
88790.18,748,93578.23,113,27.8,0.7468,0.2141,0,99,0.4314,1382,7.04,1
43248.9,608,78781.63,65,4.5,0.785,0.1761,1,12,0.7898,2798,12.45,1
139850.77,308,59760.81,179,29.5,0.1501,0.2867,1,100,0.7006,1503,29.84,1
69464.43,367,81994.14,347,0.0,0.9307,0.7157,0,177,0.1282,2845,17.92,0
120927.19,534,97044.12,72,4.3,0.1908,0.9352,0,277,0.3667,1258,23.11,1
130024.47,565,94443.7,91,0.8,0.9901,0.9302,0,186,0.6143,1964,7.69,1
27840.17,362,47095.88,55,12.9,0.862,0.0224,1,65,0.86,2176,19.85,0
64510.74,567,95526.87,93,24.8,0.6844,0.642,1,147,0.0324,241,4.62,0
138037.47,715,95875.96,300,27.4,0.6398,0.3686,0,158,0.6229,1520,13.84,0
149745.14,680,32079.14,100,28.4,0.2513,0.8416,0,129,0.4617,12,4.21,0
119990.39,826,16650.5,118,0.8,0.9115,0.7925,0,52,0.4493,1132,23.14,1
41043.67,828,9049.23,18,15.5,0.8123,0.6702,0,76,0.5927,3558,21.87,0
111559.49,774,13021.32,272,1.3,0.453,0.2465,0,118,0.3321,196,24.58,1
146096.0,582,51743.15,114,24.0,0.175,0.7041,1,290,0.4351,1430,16.42,0
66193.36,736,71823.74,317,7.6,0.0297,0.1205,1,102,0.9998,3292,26.29,1
72335.38,750,92587.08,235,26.7,0.4368,0.1489,0,33,0.5246,3403,5.01,0
22467.48,358,98083.17,218,12.4,0.1002,0.9651,0,13,0.7551,3257,4.38,1
83134.98,778,16810.72,141,1.1,0.749,0.2627,0,283,0.0679,2929,17.32,0
111975.96,576,59546.04,173,7.5,0.9975,0.0658,0,22,0.2555,2494,15.55,0
58691.75,808,93279.8,214,23.5,0.5292,0.4928,0,34,0.1987,2418,13.73,1
73894.91,599,14695.26,207,28.7,0.1484,0.485,0,249,0.4799,1091,8.2,0
119085.36,747,22386.46,275,20.1,0.5951,0.5829,0,229,0.807,275,21.63,0
41468.55,741,85571.55,350,4.2,0.2143,0.051,0,277,0.8443,433,3.58,1
40586.6,328,64928.34,350,18.8,0.0951,0.9309,0,43,0.2352,2804,21.35,0
86684.18,816,89070.34,311,13.5,0.1466,0.112,0,12,0.731,2202,15.61,1
57669.66,820,7900.9,48,29.1,0.9281,0.8942,0,71,0.1607,493,14.09,0
66286.61,825,75057.33,131,17.1,0.4404,0.5068,0,6,0.5391,253,24.54,1
26086.9,785,35418.82,353,2.8,0.8426,0.8421,0,44,0.2996,1652,3.65,0
30924.23,461,53535.34,267,20.2,0.5904,0.7915,0,217,0.5597,2068,5.36,0
70973.59,788,68135.43,37,8.0,0.5888,0.2293,1,46,0.7901,1735,4.26,1
84266.21,554,21817.78,157,20.2,0.8085,0.5532,1,194,0.354,3191,28.0,0
131669.13,707,22263.9,339,1.4,0.6047,0.4216,0,193,0.3837,1019,21.89,0
75810.07,572,48040.68,171,4.6,0.4439,0.1529,0,198,0.1423,1457,17.82,1
101941.1,581,56548.87,76,0.0,0.9677,0.9602,0,137,0.5346,2182,21.2,1
25341.43,746,18058.64,144,11.9,0.1513,0.9875,0,295,0.0681,91,19.07,1
58986.96,519,99877.53,69,17.6,0.7567,0.7248,0,84,0.9986,3577,6.93,1
50244.36,786,73372.87,12,10.3,0.981,0.0438,0,285,0.511,1641,10.64,0
22851.01,469,39230.04,154,22.5,0.4956,0.2622,0,220,0.3179,130,26.32,0
55568.01,726,43196.15,44,14.1,0.7403,0.8966,0,34,0.7724,520,21.31,1
94520.5,342,56936.92,13,26.0,0.4617,0.5512,1,41,0.4429,1695,15.99,0
122345.99,634,64142.01,213,18.8,0.9472,0.5459,0,276,0.6174,1020,21.27,1
110542.31,750,34603.5,271,11.4,0.3124,0.8925,1,175,0.5884,1285,24.3,1
36135.19,438,73626.25,359,5.4,0.8448,0.781,0,127,0.697,1563,26.79,1
34740.51,785,12467.6,43,6.8,0.596,0.7527,0,203,0.2071,1288,8.21,0
104190.4,402,53893.44,145,9.8,0.5995,0.379,1,13,0.5941,2668,17.6,0
58832.74,556,21998.12,162,27.6,0.9986,0.6824,1,286,0.6134,1767,15.43,1
122593.13,568,20373.78,171,9.4,0.8652,0.49,0,276,0.8925,2340,14.07,0
119840.7,526,23267.31,271,24.2,0.0289,0.1309,0,190,0.2581,1657,26.4,0
131057.47,488,78190.35,184,21.0,0.0542,0.3965,0,178,0.2289,220,1.27,0
75314.43,491,16249.36,89,8.8,0.9633,0.7982,0,245,0.6939,1942,10.01,1
61080.68,368,42063.63,65,2.4,0.2809,0.9835,1,258,0.8153,1029,16.47,1
70471.84,361,5581.33,286,0.5,0.4746,0.5163,0,254,0.9916,524,6.68,1
95119.14,666,47188.39,18,27.9,0.2732,0.1349,0,135,0.8527,2616,24.55,1
114958.09,468,10079.77,282,7.5,0.7354,0.8845,0,221,0.3457,2412,22.16,0
89197.69,772,57640.22,337,5.1,0.9834,0.948,0,66,0.1234,2284,21.15,1
62158.85,559,39392.77,149,1.4,0.6758,0.4292,0,189,0.2852,1914,10.82,1
45585.21,378,15583.35,111,4.6,0.7129,0.4474,0,252,0.6822,2543,22.27,0
78597.52,707,77594.94,136,19.9,0.6451,0.6785,1,87,0.0307,3554,25.15,0
109060.79,374,90285.23,193,21.4,0.6551,0.0608,0,199,0.9623,3387,2.21,1
102594.41,333,41728.24,129,9.7,0.5453,0.8297,1,118,0.331,941,26.55,1
131519.0,406,53896.71,214,13.2,0.5052,0.5142,1,218,0.3453,706,9.09,1
107103.37,668,29857.01,230,1.6,0.5317,0.8194,0,34,0.4751,2538,7.31,0
91821.24,315,65969.76,345,22.7,0.8005,0.6695,1,64,0.1471,1870,28.85,0
53209.38,695,81370.99,302,17.4,0.9882,0.5277,0,32,0.3061,1289,14.96,0
128876.36,407,31052.88,242,20.4,0.2538,0.2326,0,277,0.7477,1562,21.6,1
37186.15,508,84005.95,344,6.8,0.4495,0.5215,1,53,0.1509,462,29.57,0
84995.99,701,92395.31,92,28.3,0.5666,0.9834,0,264,0.9242,2916,17.76,0
41811.82,424,9254.3,71,0.4,0.23,0.889,1,268,0.3859,1778,12.0,1
23874.06,792,72912.27,74,0.3,0.0836,0.2955,0,48,0.2888,2968,7.82,0
140712.3,549,65909.56,55,17.7,0.7551,0.7862,0,282,0.6415,799,10.13,1
147717.46,623,84045.46,62,1.0,0.1986,0.7731,1,207,0.916,15,11.73,0
142649.59,688,46565.81,50,9.9,0.9029,0.0461,0,200,0.4221,377,3.14,0
71088.36,679,33413.63,56,21.3,0.7041,0.8918,0,145,0.0016,1831,16.71,1
99835.41,575,78380.46,252,1.3,0.6152,0.3673,0,100,0.4299,2246,6.87,0
69129.68,714,20134.03,322,13.8,0.0154,0.2341,0,285,0.52,2603,17.41,1
149350.85,796,79250.98,49,10.9,0.371,0.5914,0,233,0.8439,2333,14.18,1
110117.75,542,17017.9,56,4.0,0.8812,0.764,0,268,0.5773,3404,26.31,1
59354.34,380,57563.12,14,22.8,0.9804,0.5716,0,38,0.784,1480,10.73,1
144453.8,771,51232.5,160,21.2,0.671,0.138,0,95,0.7841,396,16.71,0
103847.53,448,31631.43,323,21.4,0.4028,0.1378,1,84,0.1409,1956,10.69,0
78406.28,570,73495.58,199,8.0,0.1319,0.8233,0,151,0.3728,3414,25.22,1
121335.3,429,5274.18,307,4.2,0.8446,0.3672,0,295,0.0181,3008,2.44,0
48542.45,650,43950.83,39,13.8,0.2113,0.136,0,241,0.9919,2061,5.73,1
62652.79,586,5480.4,57,14.6,0.6519,0.9124,0,83,0.6888,2938,14.13,1
149179.15,374,42001.18,289,27.7,0.7948,0.3731,0,31,0.7863,2304,19.6,0
27670.24,418,59564.29,12,18.3,0.8438,0.8859,1,45,0.315,1751,3.35,0
116702.86,532,94965.41,237,1.6,0.5695,0.1996,1,37,0.8097,2432,10.1,1
144407.54,562,91074.84,346,2.6,0.5042,0.7852,0,168,0.6991,930,24.51,1
93773.31,779,44254.41,296,17.2,0.8652,0.4121,0,132,0.279,1935,23.21,1
115251.32,827,92941.07,254,6.1,0.3109,0.5384,0,37,0.0355,1362,2.32,0
92992.44,712,26069.01,105,2.1,0.8924,0.2133,0,185,0.4379,2147,23.15,0
63861.36,455,44964.3,42,12.2,0.273,0.5457,1,220,0.4478,2410,16.89,0
149539.26,606,93440.15,269,5.9,0.3036,0.1769,0,196,0.9211,3268,27.32,0
58728.99,441,56318.25,181,10.0,0.4455,0.4443,1,26,0.3935,1840,18.98,1
67348.87,706,20148.3,301,5.5,0.8247,0.5941,0,171,0.9023,1330,4.11,1
110978.83,328,68277.83,319,3.1,0.2336,0.951,0,237,0.7789,1589,3.75,0
22482.56,636,81516.92,239,20.5,0.054,0.7027,1,13,0.4061,2544,11.76,1
126284.44,574,71370.1,54,20.5,0.9982,0.893,0,94,0.4377,1286,23.76,0
66454.77,360,6004.69,225,22.8,0.6996,0.0508,1,173,0.2146,2947,27.98,0
65113.19,565,46814.68,328,10.2,0.4381,0.0438,0,52,0.765,2885,6.55,1
97344.86,350,93421.28,314,20.2,0.6439,0.9135,0,34,0.0481,1609,9.35,0
48110.13,611,78421.83,18,6.1,0.8973,0.1185,0,65,0.9377,3598,7.22,1
99504.71,591,11118.9,289,9.0,0.6134,0.0938,0,173,0.8805,2526,26.87,0
66692.64,549,91383.74,302,10.2,0.0457,0.3879,1,209,0.9638,2333,28.28,1
22498.81,738,94575.94,292,1.8,0.5467,0.7171,0,23,0.7783,990,29.89,1
110270.47,428,73082.36,123,19.9,0.5703,0.289,0,192,0.8619,85,1.08,1
69007.0,460,36746.56,16,6.5,0.6329,0.8284,1,109,0.9854,1283,8.4,0
43873.84,408,48640.96,142,5.5,0.0611,0.1868,0,77,0.2188,907,9.92,0
29066.72,332,59275.18,341,26.9,0.4218,0.6768,1,3,0.6372,2216,17.12,1
52925.99,314,19389.35,71,2.7,0.3926,0.2199,1,4,0.2816,2779,10.7,0
138572.32,642,76652.52,300,16.7,0.982,0.4511,0,96,0.0877,2431,22.37,0
60519.03,704,9410.49,135,12.6,0.8041,0.1792,1,73,0.4576,1449,16.1,1
80052.69,774,89543.17,317,3.8,0.9073,0.1145,0,83,0.2256,3080,16.97,1
76088.38,472,14402.59,323,21.8,0.1709,0.3526,0,64,0.5223,2003,21.96,0
93520.64,744,15109.52,69,15.1,0.2114,0.3714,0,42,0.7303,3608,10.08,0
109734.76,781,20910.54,60,11.5,0.5168,0.7088,0,174,0.9172,1961,16.51,0
98503.61,521,11381.03,204,18.3,0.1546,0.9086,0,89,0.8037,1131,10.62,0
132610.24,398,99565.75,82,5.0,0.754,0.1625,1,283,0.2138,1207,16.56,0
129028.75,534,17850.68,91,1.8,0.0887,0.2787,0,109,0.7311,3070,25.95,0
28585.07,668,59841.06,112,21.0,0.6731,0.7357,0,66,0.0361,852,29.38,1
112871.24,452,25806.66,79,3.9,0.4389,0.3592,0,53,0.2437,2941,6.62,0
118709.53,815,13886.02,183,26.6,0.4072,0.3959,1,30,0.3444,3249,18.25,0
77196.15,770,38806.6,311,2.9,0.5373,0.132,1,12,0.6518,2451,3.6,0
125684.11,375,49619.26,205,26.0,0.0409,0.9449,0,272,0.2182,3217,1.85,0
145496.92,582,11353.68,210,11.8,0.1508,0.0812,0,61,0.4198,58,15.53,1
92433.41,677,97039.71,225,25.2,0.9074,0.4605,0,21,0.3832,2869,12.43,1
94142.63,703,39394.83,42,9.1,0.2869,0.7631,0,19,0.441,1768,12.35,1
59802.04,493,73141.57,302,12.5,0.0085,0.6472,0,233,0.1898,3468,5.9,1
134668.35,420,13403.67,87,7.7,0.7858,0.6655,0,176,0.9408,2273,21.17,1
39669.73,827,85764.28,337,26.6,0.0393,0.735,0,51,0.7399,1670,5.28,1
60447.54,386,67511.43,304,20.5,0.2637,0.201,1,123,0.8874,2950,29.01,0
143140.51,491,89451.53,353,1.7,0.5316,0.2249,0,104,0.9494,143,24.46,1
30229.13,674,85592.25,282,15.0,0.028,0.9801,0,240,0.7784,1600,27.57,1
54913.19,638,80626.27,217,17.6,0.8949,0.7975,0,172,0.947,1477,29.04,1
93361.3,577,42337.61,316,23.3,0.3823,0.8069,0,144,0.1265,726,10.95,0
89613.24,308,59405.22,328,27.5,0.3063,0.0875,1,205,0.5959,1324,23.81,1
69567.29,609,85202.75,105,3.4,0.9226,0.0135,0,142,0.1367,1508,23.53,0
35426.25,485,41556.57,158,1.6,0.6677,0.2648,0,101,0.2478,645,28.29,0
59129.67,624,89182.43,121,21.6,0.0558,0.5666,1,235,0.226,2789,27.21,1
103930.16,424,52089.83,283,24.7,0.9198,0.1421,1,189,0.7299,1830,3.68,0
56510.67,460,24865.95,348,8.4,0.8963,0.4329,0,236,0.2598,3458,20.73,0
84747.19,415,52235.91,341,28.9,0.8697,0.9338,0,271,0.4109,1399,26.38,0
48933.37,755,48965.91,79,17.3,0.4003,0.3239,1,240,0.0034,1142,27.42,0
26063.37,665,82452.65,236,28.0,0.0629,0.9276,0,266,0.6583,187,2.05,0
82899.84,482,74301.38,45,9.3,0.3198,0.6626,0,62,0.4254,2475,9.73,0
109998.96,426,78077.74,123,22.9,0.5291,0.6275,1,85,0.9084,813,4.53,1
64962.22,457,54219.26,212,5.3,0.7208,0.6009,1,249,0.7841,1409,4.71,1
99998.13,518,91406.74,87,5.1,0.6399,0.7709,0,98,0.8936,2472,18.63,1
67266.77,785,70663.04,125,23.5,0.2255,0.2266,0,260,0.35,143,14.62,1
26364.14,770,9328.36,107,11.7,0.4978,0.9596,0,82,0.8298,819,12.05,1
83880.99,459,42660.44,193,19.3,0.9522,0.9805,1,286,0.6778,2590,28.9,0
145275.47,804,68290.96,334,13.0,0.7075,0.2621,0,207,0.4785,1329,13.84,1
38869.32,521,98304.47,90,4.2,0.1614,0.7121,1,55,0.7544,1197,8.36,1
92827.7,457,73148.72,352,29.7,0.6313,0.1841,0,182,0.405,1545,6.31,0
149077.36,645,25051.04,347,1.5,0.3896,0.8331,0,246,0.8645,1003,2.93,0
89104.44,578,42697.88,263,8.3,0.8277,0.0063,0,118,0.8568,1249,23.39,1
62114.65,313,89405.47,48,6.6,0.3854,0.4013,1,147,0.664,939,17.56,0
105390.63,695,11009.47,153,23.7,0.045,0.3184,0,90,0.9368,2703,2.95,1
147056.02,574,11841.98,301,23.0,0.6732,0.3299,0,292,0.9333,375,17.71,1
148019.57,628,47831.63,266,10.7,0.1849,0.4772,1,71,0.0182,692,13.6,1
21938.16,808,14128.93,350,2.7,0.3075,0.9408,0,221,0.9059,2541,12.7,1
104144.62,715,8451.89,279,14.2,0.0742,0.4264,0,119,0.0799,2466,29.57,1
76920.38,698,69120.26,26,13.8,0.3391,0.5768,0,244,0.6487,1722,11.22,0
141676.02,616,24286.45,320,2.8,0.77,0.3288,0,263,0.6721,3218,17.77,1
50312.73,448,9339.67,73,17.6,0.352,0.0235,1,194,0.2723,1159,17.33,0
139815.91,791,5654.33,37,0.0,0.4209,0.5613,0,159,0.5448,3124,13.62,1
94411.46,760,92718.94,57,12.6,0.2013,0.8905,0,18,0.2569,1355,1.96,0
65890.43,525,49674.68,31,17.7,0.3861,0.2724,0,96,0.9629,1808,3.29,0
93506.24,666,18048.55,206,6.7,0.2059,0.6947,0,5,0.1792,1433,4.19,0
80147.43,511,45523.81,132,29.6,0.8533,0.6141,0,287,0.8405,3128,10.73,1
139938.42,723,67458.62,138,9.0,0.3304,0.2617,0,150,0.7453,1260,21.56,0
122921.93,612,63138.74,214,17.1,0.6035,0.2446,0,133,0.2758,1847,9.27,0
55053.1,719,30060.46,281,22.8,0.8368,0.6996,1,115,0.0477,1345,15.51,1
113983.5,523,98891.08,354,24.5,0.6425,0.8823,0,139,0.0998,646,4.0,1
136248.11,756,17263.43,100,3.5,0.4787,0.0434,0,266,0.3477,1176,19.28,0
68170.72,783,81033.53,79,25.8,0.1257,0.2444,1,143,0.5667,3475,9.83,0
39289.62,528,58824.49,26,4.2,0.7373,0.3558,1,59,0.204,3539,14.38,0
132361.49,841,72162.98,212,5.7,0.5824,0.628,0,2,0.5554,1763,29.15,1
94576.33,523,94716.27,145,21.2,0.5526,0.1892,0,204,0.3879,347,3.1,0
91594.91,349,89076.71,163,26.7,0.1905,0.4074,0,70,0.0335,1019,6.65,0
43804.51,716,24751.67,67,0.6,0.232,0.4508,0,259,0.7415,2764,24.23,1
126802.07,328,8103.61,345,9.4,0.7078,0.1409,0,196,0.7533,206,5.44,0
31657.18,798,46624.65,158,1.9,0.2635,0.9935,0,164,0.0584,936,16.56,0
67659.65,348,20520.1,298,18.3,0.2803,0.3908,1,173,0.7298,3088,27.75,1
46135.44,832,99431.55,331,23.8,0.0093,0.0162,0,294,0.9915,883,6.93,1
22855.65,502,29095.69,251,13.2,0.7341,0.1229,0,234,0.3652,3342,1.31,0
38459.28,789,62918.89,189,22.5,0.3152,0.8986,1,143,0.6418,863,2.63,0
42495.4,536,74798.03,296,23.1,0.8161,0.1706,1,139,0.7167,3246,4.82,1
58480.66,369,94922.06,309,24.3,0.7972,0.9173,1,233,0.7177,670,20.2,1
26775.5,682,10556.52,223,27.5,0.2589,0.8831,0,53,0.8317,1951,19.62,1
61744.94,566,44322.4,330,23.6,0.6007,0.8623,0,26,0.3863,2621,16.71,0
139664.77,457,79918.88,252,18.9,0.3395,0.8722,1,80,0.3167,165,24.28,0
109452.04,694,42449.28,285,8.5,0.2547,0.5071,0,127,0.4855,2570,6.44,0
142263.52,490,14474.32,55,2.6,0.0471,0.5309,0,22,0.2357,1420,29.49,0
124954.51,351,68612.92,49,13.6,0.0495,0.8244,1,19,0.7979,924,18.35,1
96408.4,557,70972.27,103,17.9,0.7352,0.8974,1,53,0.1727,583,27.25,0
117296.98,555,25929.64,244,5.5,0.0215,0.8572,1,58,0.3757,1544,20.69,0
53887.5,691,85749.75,110,27.3,0.74,0.0015,0,101,0.2024,1188,9.54,0
137629.66,318,33949.66,277,15.0,0.5992,0.9224,1,238,0.0208,681,1.3,0
108805.15,819,70013.7,48,18.4,0.875,0.1895,0,255,0.2574,2876,27.21,1
102505.91,514,20196.04,318,22.2,0.4141,0.268,0,255,0.4742,3256,5.94,0
93741.03,317,44744.28,216,10.5,0.0837,0.8095,1,189,0.5727,646,5.38,1
29273.66,720,25744.8,89,17.7,0.3158,0.6648,0,120,0.4359,1898,20.38,0
103947.84,476,83533.47,163,19.9,0.954,0.0427,0,172,0.6632,2554,15.92,0
91659.23,399,23480.52,66,6.7,0.5383,0.8513,1,294,0.5344,3486,7.51,0
28350.2,385,21794.12,89,2.8,0.8288,0.7821,1,152,0.5114,3619,4.27,1
39974.98,745,56626.79,286,15.0,0.4015,0.8936,1,299,0.1097,1339,8.6,0
70630.24,612,76257.28,356,0.0,0.7946,0.1777,0,255,0.4422,2149,14.93,0
87701.53,697,65591.56,156,28.4,0.3993,0.3108,0,223,0.7242,892,9.59,1
99366.95,746,81823.02,103,2.3,0.183,0.3056,1,146,0.1631,1037,16.43,0
34659.83,797,94077.79,302,23.2,0.7,0.1119,0,229,0.1534,3115,12.78,0
146979.35,584,59659.89,281,2.9,0.1609,0.6983,1,282,0.0199,899,26.38,0
22721.78,472,72091.89,43,0.2,0.9362,0.748,0,100,0.544,773,26.32,1
102135.08,634,81913.25,150,7.3,0.5295,0.2349,0,182,0.5532,663,27.82,0
100072.78,363,10665.92,215,16.0,0.4322,0.8226,0,125,0.8578,727,25.47,0
46885.19,813,62894.31,209,20.2,0.8828,0.2038,0,209,0.9001,342,15.66,1
134825.47,712,21818.15,244,3.1,0.4341,0.3047,0,1,0.9731,778,5.5,1
40390.67,531,73105.14,90,3.0,0.5406,0.5081,0,179,0.8977,1889,22.38,1
28229.09,788,35909.85,22,12.2,0.8957,0.493,1,23,0.4225,2577,21.98,0
41716.26,835,14542.86,346,24.4,0.2474,0.0751,1,228,0.9565,479,14.36,1
34386.97,729,60057.76,285,19.3,0.541,0.2989,0,92,0.7344,69,29.73,0
39587.79,700,40802.69,216,16.0,0.7637,0.6116,0,49,0.1384,1836,6.92,0
97112.96,466,37625.72,126,18.1,0.6712,0.6283,1,228,0.7382,3632,4.96,0
